keyword,total_count,pass_count,pass_rate,bayesian_pass_rate,lift,p_value,is_significant,frequency
设计,983,61,0.06205493387589013,0.05517038123272556,1.1299513023985777,0.3265126576151359,False,0.003662457758784496
金华,132,14,0.10606060606060606,0.055168527245021665,1.9312456313473954,0.019048510062574714,True,0.0004918051110473586
义乌,133,14,0.10526315789473684,0.05516648191332782,1.916724987502678,0.019685927104002632,True,0.0004955309073431719
中国移动,134,14,0.1044776119402985,0.055164436733286616,1.902421069685494,0.02037678647451675,True,0.0004992567036389852
康复,80,11,0.1375,0.05516365216809869,2.5037220149253736,0.004293723157300596,True,0.0002980637036650658
化妆品,352,26,0.07386363636363637,0.05516348618522427,1.3449746361169361,0.12682278813895143,False,0.0013114802961262896
烟草,99,12,0.12121212121212122,0.055161866297436045,2.207137864397023,0.011864017324764504,True,0.00036885383328551897
管理局,516,35,0.06782945736434108,0.05516177497358887,1.235098950280311,0.20777161983404124,False,0.0019225108886396745
名扬,27,8,0.2962962962962963,0.05516081125846301,5.395225890748279,7.139791960732206e-05,True,0.00010059649998695971
培训,572,38,0.06643356643356643,0.05515852604160966,1.2096813295252915,0.23181604455031501,False,0.0021311554812052207
广州市,1080,66,0.06111111111111111,0.05515779067976604,1.1127653399668325,0.35022004204490575,False,0.004023859999478388
延长,65,10,0.15384615384615385,0.05515723901594133,2.801367289426991,0.0027776513466349793,True,0.00024217675922786597
马鞍山,84,11,0.13095238095238096,0.05515545667603876,2.384497157071784,0.006235190847326886,True,0.0003129668888483191
张家港,84,11,0.13095238095238096,0.05515545667603876,2.384497157071784,0.006235190847326886,True,0.0003129668888483191
平湖,30,8,0.26666666666666666,0.05515465260384296,4.855703301673451,0.00016233477853019692,True,0.00011177388887439968
市政工程,230,19,0.08260869565217391,0.05515350998710745,1.504212435844493,0.07984423914698033,False,0.0008569331480370642
海鲜楼,13,7,0.5384615384615384,0.05515232991594948,9.804785512994469,1.9251974489866077e-06,True,4.84353518455732e-05
学院,557,37,0.06642728904847396,0.055152225251762055,1.2095670253270938,0.22638670003328382,False,0.0020752685367680206
中国银行,50,9,0.18,0.055150818708883255,3.2775997286295793,0.0014605662662057748,True,0.00018628981479066613
塑料制品,141,14,0.09929078014184398,0.055150124717855964,1.807974633601817,0.03835480952133162,True,0.0005253372777096785
资源,69,10,0.14492753623188406,0.05514903990872908,2.638969185692093,0.00432643683234002,True,0.00025707994441111925
绍兴市,160,15,0.09375,0.05514835240130519,1.7070831919945726,0.03718213601141477,True,0.0005961274073301317
紫阳,15,7,0.4666666666666667,0.05514822248453727,8.497480777928539,6.54584151176274e-06,True,5.588694443719984e-05
数码,124,13,0.10483870967741936,0.0551478087368667,1.9089962577143609,0.02653733825845512,True,0.000461998740680852
南昌,288,22,0.0763888888888889,0.05514617792014863,1.390956674958541,0.11884799367885895,False,0.001073029333194237
事务所,397,28,0.07052896725440806,0.0551457765017311,1.2842540218531797,0.18446696856377393,False,0.001479141129437889
中心小学,125,13,0.104,0.0551457635667108,1.8937242876526459,0.02735541800078454,True,0.0004657245369766653
生物,235,19,0.08085106382978724,0.0551433246290845,1.4722079159329082,0.08508090267937149,False,0.0008755621295161309
汽车配件,417,29,0.06954436450839328,0.05514200074109675,1.2663255013357022,0.19575193364413584,False,0.0015536570553541555
南通市,110,12,0.10909090909090909,0.05513935116642362,1.9864240779573208,0.0198903167727292,True,0.0004098375925394655
健身,237,19,0.08016877637130802,0.055139251539134834,1.4597842204398035,0.11386062810039926,False,0.0008830137221077575
建筑设计,166,15,0.09036144578313253,0.05513609988928345,1.6453813898742868,0.0579488437642474,False,0.0006184821851050116
儿童,148,14,0.0945945945945946,0.05513582012679756,1.7224623198503797,0.044659651276980045,True,0.0005514178517803717
常州市,258,20,0.07751937984496124,0.05513342362323279,1.4115416574632125,0.13003355539817749,False,0.0009612554443198373
加工厂,494,33,0.06680161943319839,0.05513300334017465,1.2163831651459305,0.2359217888449807,False,0.0018405433701317814
第六,114,12,0.10526315789473684,0.05513116840234623,1.916724987502678,0.03521294581435799,True,0.0004247407777227188
保险公司,114,12,0.10526315789473684,0.05513116840234623,1.916724987502678,0.03521294581435799,True,0.0004247407777227188
置业,441,30,0.06802721088435375,0.055130145999582124,1.2386998218554723,0.24860294548213263,False,0.0016430761664536753
节能,169,15,0.08875739644970414,0.05512997567468501,1.6161734362078795,0.06165128876651889,False,0.0006296595739924515
美甲,242,19,0.07851239669421488,0.05512907144624269,1.429623389438981,0.11831726572940796,False,0.0009016427035868241
路桥,242,19,0.07851239669421488,0.05512907144624269,1.429623389438981,0.11831726572940796,False,0.0009016427035868241
兽药,25,7,0.28,0.05512769450100317,5.098488466757124,0.0003004209862904399,True,9.314490739533307e-05
南阳,80,10,0.125,0.05512650492758145,2.2761109226594303,0.012174741470161468,True,0.0002980637036650658
制药,244,19,0.0778688524590164,0.0551250004615288,1.4179051649353829,0.12069188977742822,False,0.0009090942961784507
