keyword,total_count,pass_count,pass_rate,bayesian_pass_rate,lift,p_value,is_significant,frequency
鑫瑞,23,2,0.08695652173913043,0.05494566856147325,1.5833815114152558,0.362668970837062,False,8.569331480370643e-05
东软,23,2,0.08695652173913043,0.05494566856147325,1.5833815114152558,0.362668970837062,False,8.569331480370643e-05
澄海区,23,2,0.08695652173913043,0.05494566856147325,1.5833815114152558,0.362668970837062,False,8.569331480370643e-05
管理区,23,2,0.08695652173913043,0.05494566856147325,1.5833815114152558,0.362668970837062,False,8.569331480370643e-05
海康,23,2,0.08695652173913043,0.05494566856147325,1.5833815114152558,0.362668970837062,False,8.569331480370643e-05
莱芜,23,2,0.08695652173913043,0.05494566856147325,1.5833815114152558,0.362668970837062,False,8.569331480370643e-05
快捷酒店,23,2,0.08695652173913043,0.05494566856147325,1.5833815114152558,0.362668970837062,False,8.569331480370643e-05
丽江市,23,2,0.08695652173913043,0.05494566856147325,1.5833815114152558,0.362668970837062,False,8.569331480370643e-05
北汽,23,2,0.08695652173913043,0.05494566856147325,1.5833815114152558,0.362668970837062,False,8.569331480370643e-05
礼仪,23,2,0.08695652173913043,0.05494566856147325,1.5833815114152558,0.362668970837062,False,8.569331480370643e-05
庆丰,23,2,0.08695652173913043,0.05494566856147325,1.5833815114152558,0.362668970837062,False,8.569331480370643e-05
城关区,23,2,0.08695652173913043,0.05494566856147325,1.5833815114152558,0.362668970837062,False,8.569331480370643e-05
赣榆,23,2,0.08695652173913043,0.05494566856147325,1.5833815114152558,0.362668970837062,False,8.569331480370643e-05
绥化市,23,2,0.08695652173913043,0.05494566856147325,1.5833815114152558,0.362668970837062,False,8.569331480370643e-05
本溪市,23,2,0.08695652173913043,0.05494566856147325,1.5833815114152558,0.362668970837062,False,8.569331480370643e-05
安吉,114,7,0.06140350877192982,0.05494566648982151,1.1180895760432288,0.6805287017194324,False,0.0004247407777227188
门市,96,6,0.0625,0.054945258929532705,1.1380554613297151,0.6538617692447558,False,0.00035767644439807896
机动车,187,11,0.058823529411764705,0.054945258242713735,1.0711110224279672,0.7480394272746418,False,0.0006967239073170914
甘肃,624,35,0.05608974358974359,0.05494485488222721,1.0213318242702571,0.8604787315486293,False,0.0023248968885875134
社区,533,30,0.05628517823639775,0.05494485421712716,1.024890471741582,0.8491675016065819,False,0.001985849425668501
商业银行,78,5,0.0641025641025641,0.05494485082417276,1.1672363705945794,0.6192371334282191,False,0.00029061211107343917
知识产权,78,5,0.0641025641025641,0.05494485082417276,1.1672363705945794,0.6192371334282191,False,0.00029061211107343917
城镇,78,5,0.0641025641025641,0.05494485082417276,1.1672363705945794,0.6192371334282191,False,0.00029061211107343917
日用百货,60,4,0.06666666666666667,0.054944442172647476,1.2139258254183627,0.5717742477321781,False,0.00022354777774879936
再生,42,3,0.07142857142857142,0.05494403297385973,1.3006348129482457,0.5012286571673611,False,0.00015648344442415954
总医院,42,3,0.07142857142857142,0.05494403297385973,1.3006348129482457,0.5012286571673611,False,0.00015648344442415954
大理市,42,3,0.07142857142857142,0.05494403297385973,1.3006348129482457,0.5012286571673611,False,0.00015648344442415954
三亚市,42,3,0.07142857142857142,0.05494403297385973,1.3006348129482457,0.5012286571673611,False,0.00015648344442415954
海宁市,42,3,0.07142857142857142,0.05494403297385973,1.3006348129482457,0.5012286571673611,False,0.00015648344442415954
乐乐,42,3,0.07142857142857142,0.05494403297385973,1.3006348129482457,0.5012286571673611,False,0.00015648344442415954
紧固件,42,3,0.07142857142857142,0.05494403297385973,1.3006348129482457,0.5012286571673611,False,0.00015648344442415954
莱特,42,3,0.07142857142857142,0.05494403297385973,1.3006348129482457,0.5012286571673611,False,0.00015648344442415954
有效,42,3,0.07142857142857142,0.05494403297385973,1.3006348129482457,0.5012286571673611,False,0.00015648344442415954
少儿,42,3,0.07142857142857142,0.05494403297385973,1.3006348129482457,0.5012286571673611,False,0.00015648344442415954
熟食店,42,3,0.07142857142857142,0.05494403297385973,1.3006348129482457,0.5012286571673611,False,0.00015648344442415954
税务局,115,7,0.06086956521739131,0.054943628060204266,1.108367057990679,0.6828624305107254,False,0.0004284665740185321
廊坊,115,7,0.06086956521739131,0.054943628060204266,1.108367057990679,0.6828624305107254,False,0.0004284665740185321
秦皇岛,115,7,0.06086956521739131,0.054943628060204266,1.108367057990679,0.6828624305107254,False,0.0004284665740185321
门店,24,2,0.08333333333333333,0.05494362322670945,1.5174072817729534,0.38269004771729725,False,8.941911109951974e-05
美睫店,24,2,0.08333333333333333,0.05494362322670945,1.5174072817729534,0.38269004771729725,False,8.941911109951974e-05
永新,24,2,0.08333333333333333,0.05494362322670945,1.5174072817729534,0.38269004771729725,False,8.941911109951974e-05
北京公交,24,2,0.08333333333333333,0.05494362322670945,1.5174072817729534,0.38269004771729725,False,8.941911109951974e-05
裕丰,24,2,0.08333333333333333,0.05494362322670945,1.5174072817729534,0.38269004771729725,False,8.941911109951974e-05
大明,24,2,0.08333333333333333,0.05494362322670945,1.5174072817729534,0.38269004771729725,False,8.941911109951974e-05
武侯区,24,2,0.08333333333333333,0.05494362322670945,1.5174072817729534,0.38269004771729725,False,8.941911109951974e-05
瑞康,24,2,0.08333333333333333,0.05494362322670945,1.5174072817729534,0.38269004771729725,False,8.941911109951974e-05
远洋,24,2,0.08333333333333333,0.05494362322670945,1.5174072817729534,0.38269004771729725,False,8.941911109951974e-05
训练,24,2,0.08333333333333333,0.05494362322670945,1.5174072817729534,0.38269004771729725,False,8.941911109951974e-05
器械,24,2,0.08333333333333333,0.05494362322670945,1.5174072817729534,0.38269004771729725,False,8.941911109951974e-05
魅力,24,2,0.08333333333333333,0.05494362322670945,1.5174072817729534,0.38269004771729725,False,8.941911109951974e-05
新联,24,2,0.08333333333333333,0.05494362322670945,1.5174072817729534,0.38269004771729725,False,8.941911109951974e-05
务农,24,2,0.08333333333333333,0.05494362322670945,1.5174072817729534,0.38269004771729725,False,8.941911109951974e-05
注塑,24,2,0.08333333333333333,0.05494362322670945,1.5174072817729534,0.38269004771729725,False,8.941911109951974e-05
大全,24,2,0.08333333333333333,0.05494362322670945,1.5174072817729534,0.38269004771729725,False,8.941911109951974e-05
栖霞区,24,2,0.08333333333333333,0.05494362322670945,1.5174072817729534,0.38269004771729725,False,8.941911109951974e-05
吕梁,24,2,0.08333333333333333,0.05494362322670945,1.5174072817729534,0.38269004771729725,False,8.941911109951974e-05
联社,24,2,0.08333333333333333,0.05494362322670945,1.5174072817729534,0.38269004771729725,False,8.941911109951974e-05
扬子,24,2,0.08333333333333333,0.05494362322670945,1.5174072817729534,0.38269004771729725,False,8.941911109951974e-05
北京铁路局,24,2,0.08333333333333333,0.05494362322670945,1.5174072817729534,0.38269004771729725,False,8.941911109951974e-05
华为技术有限公司,24,2,0.08333333333333333,0.05494362322670945,1.5174072817729534,0.38269004771729725,False,8.941911109951974e-05
北辰,24,2,0.08333333333333333,0.05494362322670945,1.5174072817729534,0.38269004771729725,False,8.941911109951974e-05
高平市,24,2,0.08333333333333333,0.05494362322670945,1.5174072817729534,0.38269004771729725,False,8.941911109951974e-05
油脂,24,2,0.08333333333333333,0.05494362322670945,1.5174072817729534,0.38269004771729725,False,8.941911109951974e-05
吴兴,24,2,0.08333333333333333,0.05494362322670945,1.5174072817729534,0.38269004771729725,False,8.941911109951974e-05
美食城,24,2,0.08333333333333333,0.05494362322670945,1.5174072817729534,0.38269004771729725,False,8.941911109951974e-05
香河,24,2,0.08333333333333333,0.05494362322670945,1.5174072817729534,0.38269004771729725,False,8.941911109951974e-05
实业集团,97,6,0.061855670103092786,0.0549432191529092,1.126322930800543,0.6568846394534757,False,0.0003614022406938923
财险,79,5,0.06329113924050633,0.054942809698761835,1.1524612266630028,0.6233426870229793,False,0.00029433790736925247
宜宾,79,5,0.06329113924050633,0.054942809698761835,1.1524612266630028,0.6233426870229793,False,0.00029433790736925247
木业,334,19,0.05688622754491018,0.054942426372364656,1.0358349109108784,0.8103952794973273,False,0.0012444159628016498
汇丰,61,4,0.06557377049180328,0.054942399696664423,1.1940254020508487,0.5777558855786149,False,0.00022727357404461268
振华,61,4,0.06557377049180328,0.054942399696664423,1.1940254020508487,0.5777558855786149,False,0.00022727357404461268
贵阳,134,8,0.05970149253731343,0.05494199948839434,1.0870977541059965,0.705698646582805,False,0.0004992567036389852
木门,43,3,0.06976744186046512,0.05494198914551629,1.2703874917168914,0.5109979118707499,False,0.00016020924071997287
水利工程,43,3,0.06976744186046512,0.05494198914551629,1.2703874917168914,0.5109979118707499,False,0.00016020924071997287
衢州,43,3,0.06976744186046512,0.05494198914551629,1.2703874917168914,0.5109979118707499,False,0.00016020924071997287
新泰市,43,3,0.06976744186046512,0.05494198914551629,1.2703874917168914,0.5109979118707499,False,0.00016020924071997287
焦作,43,3,0.06976744186046512,0.05494198914551629,1.2703874917168914,0.5109979118707499,False,0.00016020924071997287
商贸城,43,3,0.06976744186046512,0.05494198914551629,1.2703874917168914,0.5109979118707499,False,0.00016020924071997287
眼科医院,43,3,0.06976744186046512,0.05494198914551629,1.2703874917168914,0.5109979118707499,False,0.00016020924071997287
科达,43,3,0.06976744186046512,0.05494198914551629,1.2703874917168914,0.5109979118707499,False,0.00016020924071997287
富德,43,3,0.06976744186046512,0.05494198914551629,1.2703874917168914,0.5109979118707499,False,0.00016020924071997287
经销,43,3,0.06976744186046512,0.05494198914551629,1.2703874917168914,0.5109979118707499,False,0.00016020924071997287
宜宾市,43,3,0.06976744186046512,0.05494198914551629,1.2703874917168914,0.5109979118707499,False,0.00016020924071997287
星辰,43,3,0.06976744186046512,0.05494198914551629,1.2703874917168914,0.5109979118707499,False,0.00016020924071997287
专卖店,207,12,0.057971014492753624,0.05494160144046083,1.0555876742768373,0.7609651220170524,False,0.0007712398332333578
灯饰,116,7,0.0603448275862069,0.05494158978182884,1.098812169559725,0.6853093455070035,False,0.00043219237031434546
人民检察院,25,2,0.08,0.054941578044213825,1.4567109905020355,0.6460664101557555,False,9.314490739533307e-05
眼科,25,2,0.08,0.054941578044213825,1.4567109905020355,0.6460664101557555,False,9.314490739533307e-05
软件开发,25,2,0.08,0.054941578044213825,1.4567109905020355,0.6460664101557555,False,9.314490739533307e-05
清泉,25,2,0.08,0.054941578044213825,1.4567109905020355,0.6460664101557555,False,9.314490739533307e-05
辽阳市,25,2,0.08,0.054941578044213825,1.4567109905020355,0.6460664101557555,False,9.314490739533307e-05
鲁南,25,2,0.08,0.054941578044213825,1.4567109905020355,0.6460664101557555,False,9.314490739533307e-05
青山,25,2,0.08,0.054941578044213825,1.4567109905020355,0.6460664101557555,False,9.314490739533307e-05
生活用品,25,2,0.08,0.054941578044213825,1.4567109905020355,0.6460664101557555,False,9.314490739533307e-05
彩印包装,25,2,0.08,0.054941578044213825,1.4567109905020355,0.6460664101557555,False,9.314490739533307e-05
西路,25,2,0.08,0.054941578044213825,1.4567109905020355,0.6460664101557555,False,9.314490739533307e-05
中海油,25,2,0.08,0.054941578044213825,1.4567109905020355,0.6460664101557555,False,9.314490739533307e-05
标准件,25,2,0.08,0.054941578044213825,1.4567109905020355,0.6460664101557555,False,9.314490739533307e-05
购销,25,2,0.08,0.054941578044213825,1.4567109905020355,0.6460664101557555,False,9.314490739533307e-05
邳州市,25,2,0.08,0.054941578044213825,1.4567109905020355,0.6460664101557555,False,9.314490739533307e-05
征收,25,2,0.08,0.054941578044213825,1.4567109905020355,0.6460664101557555,False,9.314490739533307e-05
收费站,25,2,0.08,0.054941578044213825,1.4567109905020355,0.6460664101557555,False,9.314490739533307e-05
铝塑,25,2,0.08,0.054941578044213825,1.4567109905020355,0.6460664101557555,False,9.314490739533307e-05
汽修厂,98,6,0.061224489795918366,0.05494117952772859,1.114829839669925,0.6600409234075808,False,0.0003651280369897056
漳州,80,5,0.0625,0.05494076872499526,1.1380554613297151,0.6276054818554799,False,0.0002980637036650658
南海,80,5,0.0625,0.05494076872499526,1.1380554613297151,0.6276054818554799,False,0.0002980637036650658
太阳能,62,4,0.06451612903225806,0.05494035737252759,1.174766927824222,0.5839154823269972,False,0.000230999370340426
快餐,62,4,0.06451612903225806,0.05494035737252759,1.174766927824222,0.5839154823269972,False,0.000230999370340426
开元,62,4,0.06451612903225806,0.05494035737252759,1.174766927824222,0.5839154823269972,False,0.000230999370340426
张家口市,44,3,0.06818181818181818,0.05493994546922135,1.2415150487233255,0.7339039758851134,False,0.0001639350370157862
滨海新区,44,3,0.06818181818181818,0.05493994546922135,1.2415150487233255,0.7339039758851134,False,0.0001639350370157862
贝壳,44,3,0.06818181818181818,0.05493994546922135,1.2415150487233255,0.7339039758851134,False,0.0001639350370157862
东华,44,3,0.06818181818181818,0.05493994546922135,1.2415150487233255,0.7339039758851134,False,0.0001639350370157862
政务,44,3,0.06818181818181818,0.05493994546922135,1.2415150487233255,0.7339039758851134,False,0.0001639350370157862
开心,44,3,0.06818181818181818,0.05493994546922135,1.2415150487233255,0.7339039758851134,False,0.0001639350370157862
南安市,44,3,0.06818181818181818,0.05493994546922135,1.2415150487233255,0.7339039758851134,False,0.0001639350370157862
一诺,26,2,0.07692307692307693,0.05493953301396938,1.4006836447134956,0.6521239718294283,False,9.68707036911464e-05
怡宝,26,2,0.07692307692307693,0.05493953301396938,1.4006836447134956,0.6521239718294283,False,9.68707036911464e-05
沛县,26,2,0.07692307692307693,0.05493953301396938,1.4006836447134956,0.6521239718294283,False,9.68707036911464e-05
明德,26,2,0.07692307692307693,0.05493953301396938,1.4006836447134956,0.6521239718294283,False,9.68707036911464e-05
皇冠,26,2,0.07692307692307693,0.05493953301396938,1.4006836447134956,0.6521239718294283,False,9.68707036911464e-05
完美,26,2,0.07692307692307693,0.05493953301396938,1.4006836447134956,0.6521239718294283,False,9.68707036911464e-05
龙泉,26,2,0.07692307692307693,0.05493953301396938,1.4006836447134956,0.6521239718294283,False,9.68707036911464e-05
天河区,26,2,0.07692307692307693,0.05493953301396938,1.4006836447134956,0.6521239718294283,False,9.68707036911464e-05
合创,26,2,0.07692307692307693,0.05493953301396938,1.4006836447134956,0.6521239718294283,False,9.68707036911464e-05
担保,26,2,0.07692307692307693,0.05493953301396938,1.4006836447134956,0.6521239718294283,False,9.68707036911464e-05
新材,26,2,0.07692307692307693,0.05493953301396938,1.4006836447134956,0.6521239718294283,False,9.68707036911464e-05
中信银行,26,2,0.07692307692307693,0.05493953301396938,1.4006836447134956,0.6521239718294283,False,9.68707036911464e-05
沙田,26,2,0.07692307692307693,0.05493953301396938,1.4006836447134956,0.6521239718294283,False,9.68707036911464e-05
政通,26,2,0.07692307692307693,0.05493953301396938,1.4006836447134956,0.6521239718294283,False,9.68707036911464e-05
长青,26,2,0.07692307692307693,0.05493953301396938,1.4006836447134956,0.6521239718294283,False,9.68707036911464e-05
交易,26,2,0.07692307692307693,0.05493953301396938,1.4006836447134956,0.6521239718294283,False,9.68707036911464e-05
渭南,26,2,0.07692307692307693,0.05493953301396938,1.4006836447134956,0.6521239718294283,False,9.68707036911464e-05
合金,26,2,0.07692307692307693,0.05493953301396938,1.4006836447134956,0.6521239718294283,False,9.68707036911464e-05
泗洪县,26,2,0.07692307692307693,0.05493953301396938,1.4006836447134956,0.6521239718294283,False,9.68707036911464e-05
蒙自,26,2,0.07692307692307693,0.05493953301396938,1.4006836447134956,0.6521239718294283,False,9.68707036911464e-05
明月,26,2,0.07692307692307693,0.05493953301396938,1.4006836447134956,0.6521239718294283,False,9.68707036911464e-05
维护,26,2,0.07692307692307693,0.05493953301396938,1.4006836447134956,0.6521239718294283,False,9.68707036911464e-05
歌尔,26,2,0.07692307692307693,0.05493953301396938,1.4006836447134956,0.6521239718294283,False,9.68707036911464e-05
湘潭市,26,2,0.07692307692307693,0.05493953301396938,1.4006836447134956,0.6521239718294283,False,9.68707036911464e-05
湖州市,26,2,0.07692307692307693,0.05493953301396938,1.4006836447134956,0.6521239718294283,False,9.68707036911464e-05
经开区,26,2,0.07692307692307693,0.05493953301396938,1.4006836447134956,0.6521239718294283,False,9.68707036911464e-05
电子科技,809,45,0.05562422744128554,0.05493889449489853,1.0128552931488195,0.877517577242713,False,0.003014169203312978
牧业,81,5,0.06172839506172839,0.054938727902856144,1.1240053939058914,0.8045236242626619,False,0.00030178949996087913
服务站,81,5,0.06172839506172839,0.054938727902856144,1.1240053939058914,0.8045236242626619,False,0.00030178949996087913
邮政,81,5,0.06172839506172839,0.054938727902856144,1.1240053939058914,0.8045236242626619,False,0.00030178949996087913
大唐,81,5,0.06172839506172839,0.054938727902856144,1.1240053939058914,0.8045236242626619,False,0.00030178949996087913
汕头,81,5,0.06172839506172839,0.054938727902856144,1.1240053939058914,0.8045236242626619,False,0.00030178949996087913
瑞安市,81,5,0.06172839506172839,0.054938727902856144,1.1240053939058914,0.8045236242626619,False,0.00030178949996087913
快餐店,63,4,0.06349206349206349,0.05493831520022005,1.156119833731774,0.7780661487726861,False,0.00023472516663623934
咨询服务,136,8,0.058823529411764705,0.05493792607475561,1.0711110224279672,0.8494247321718639,False,0.0005067082962306119
渭南市,45,3,0.06666666666666667,0.05493790194495795,1.2139258254183627,0.7368206400672728,False,0.00016766083331159952
启东,45,3,0.06666666666666667,0.05493790194495795,1.2139258254183627,0.7368206400672728,False,0.00016766083331159952
十二局,45,3,0.06666666666666667,0.05493790194495795,1.2139258254183627,0.7368206400672728,False,0.00016766083331159952
防腐,45,3,0.06666666666666667,0.05493790194495795,1.2139258254183627,0.7368206400672728,False,0.00016766083331159952
万科,118,7,0.059322033898305086,0.0549375136787361,1.0801882344824416,0.838287017030994,False,0.00043964396290597206
翡翠,27,2,0.07407407407407407,0.05493748813595911,1.3488064726870697,0.6585836605199988,False,0.00010059649998695971
生产,27,2,0.07407407407407407,0.05493748813595911,1.3488064726870697,0.6585836605199988,False,0.00010059649998695971
奇瑞,27,2,0.07407407407407407,0.05493748813595911,1.3488064726870697,0.6585836605199988,False,0.00010059649998695971
大街,27,2,0.07407407407407407,0.05493748813595911,1.3488064726870697,0.6585836605199988,False,0.00010059649998695971
家具城,27,2,0.07407407407407407,0.05493748813595911,1.3488064726870697,0.6585836605199988,False,0.00010059649998695971
网络工程,27,2,0.07407407407407407,0.05493748813595911,1.3488064726870697,0.6585836605199988,False,0.00010059649998695971
信用社,27,2,0.07407407407407407,0.05493748813595911,1.3488064726870697,0.6585836605199988,False,0.00010059649998695971
雅安市,27,2,0.07407407407407407,0.05493748813595911,1.3488064726870697,0.6585836605199988,False,0.00010059649998695971
建筑设备,27,2,0.07407407407407407,0.05493748813595911,1.3488064726870697,0.6585836605199988,False,0.00010059649998695971
佳木斯,27,2,0.07407407407407407,0.05493748813595911,1.3488064726870697,0.6585836605199988,False,0.00010059649998695971
建信,27,2,0.07407407407407407,0.05493748813595911,1.3488064726870697,0.6585836605199988,False,0.00010059649998695971
中公,27,2,0.07407407407407407,0.05493748813595911,1.3488064726870697,0.6585836605199988,False,0.00010059649998695971
沙县,27,2,0.07407407407407407,0.05493748813595911,1.3488064726870697,0.6585836605199988,False,0.00010059649998695971
酒厂,27,2,0.07407407407407407,0.05493748813595911,1.3488064726870697,0.6585836605199988,False,0.00010059649998695971
葛洲坝,27,2,0.07407407407407407,0.05493748813595911,1.3488064726870697,0.6585836605199988,False,0.00010059649998695971
柠檬,27,2,0.07407407407407407,0.05493748813595911,1.3488064726870697,0.6585836605199988,False,0.00010059649998695971
国盛,27,2,0.07407407407407407,0.05493748813595911,1.3488064726870697,0.6585836605199988,False,0.00010059649998695971
长乐,27,2,0.07407407407407407,0.05493748813595911,1.3488064726870697,0.6585836605199988,False,0.00010059649998695971
文创,27,2,0.07407407407407407,0.05493748813595911,1.3488064726870697,0.6585836605199988,False,0.00010059649998695971
潮安,27,2,0.07407407407407407,0.05493748813595911,1.3488064726870697,0.6585836605199988,False,0.00010059649998695971
勘测,100,6,0.06,0.054937100731628545,1.0925332428765264,0.8242492089147477,False,0.00037257962958133227
用工,82,5,0.06097560975609756,0.05493668723232758,1.1102980110533807,0.805784936747018,False,0.0003055152962566925
永康市,82,5,0.06097560975609756,0.05493668723232758,1.1102980110533807,0.805784936747018,False,0.0003055152962566925
油田,64,4,0.0625,0.05493627317972487,1.1380554613297151,0.779939005588509,False,0.00023845096293205264
五金店,64,4,0.0625,0.05493627317972487,1.1380554613297151,0.779939005588509,False,0.00023845096293205264
分局,319,18,0.05642633228840126,0.05493595101421633,1.0274607299779246,0.901852899590478,False,0.00118852901836445
文旅,46,3,0.06521739130434782,0.05493585857270911,1.1875361335614418,0.7399682587546832,False,0.00017138662960741285
遵义,46,3,0.06521739130434782,0.05493585857270911,1.1875361335614418,0.7399682587546832,False,0.00017138662960741285
普惠,46,3,0.06521739130434782,0.05493585857270911,1.1875361335614418,0.7399682587546832,False,0.00017138662960741285
软通,46,3,0.06521739130434782,0.05493585857270911,1.1875361335614418,0.7399682587546832,False,0.00017138662960741285
呼和浩特市,28,2,0.07142857142857142,0.054935443410166034,1.3006348129482457,0.6653830383299695,False,0.00010432229628277304
跆拳道,28,2,0.07142857142857142,0.054935443410166034,1.3006348129482457,0.6653830383299695,False,0.00010432229628277304
夏邑县,28,2,0.07142857142857142,0.054935443410166034,1.3006348129482457,0.6653830383299695,False,0.00010432229628277304
松原市,28,2,0.07142857142857142,0.054935443410166034,1.3006348129482457,0.6653830383299695,False,0.00010432229628277304
小学校,28,2,0.07142857142857142,0.054935443410166034,1.3006348129482457,0.6653830383299695,False,0.00010432229628277304
天顺,28,2,0.07142857142857142,0.054935443410166034,1.3006348129482457,0.6653830383299695,False,0.00010432229628277304
高端,28,2,0.07142857142857142,0.054935443410166034,1.3006348129482457,0.6653830383299695,False,0.00010432229628277304
现代农业,28,2,0.07142857142857142,0.054935443410166034,1.3006348129482457,0.6653830383299695,False,0.00010432229628277304
鲜花店,28,2,0.07142857142857142,0.054935443410166034,1.3006348129482457,0.6653830383299695,False,0.00010432229628277304
瑞斯,28,2,0.07142857142857142,0.054935443410166034,1.3006348129482457,0.6653830383299695,False,0.00010432229628277304
西咸,28,2,0.07142857142857142,0.054935443410166034,1.3006348129482457,0.6653830383299695,False,0.00010432229628277304
电竞,28,2,0.07142857142857142,0.054935443410166034,1.3006348129482457,0.6653830383299695,False,0.00010432229628277304
润泽,28,2,0.07142857142857142,0.054935443410166034,1.3006348129482457,0.6653830383299695,False,0.00010432229628277304
西昌市,28,2,0.07142857142857142,0.054935443410166034,1.3006348129482457,0.6653830383299695,False,0.00010432229628277304
药品,28,2,0.07142857142857142,0.054935443410166034,1.3006348129482457,0.6653830383299695,False,0.00010432229628277304
周大福,28,2,0.07142857142857142,0.054935443410166034,1.3006348129482457,0.6653830383299695,False,0.00010432229628277304
洗衣,28,2,0.07142857142857142,0.054935443410166034,1.3006348129482457,0.6653830383299695,False,0.00010432229628277304
金沙,28,2,0.07142857142857142,0.054935443410166034,1.3006348129482457,0.6653830383299695,False,0.00010432229628277304
桐城市,28,2,0.07142857142857142,0.054935443410166034,1.3006348129482457,0.6653830383299695,False,0.00010432229628277304
梧州市,28,2,0.07142857142857142,0.054935443410166034,1.3006348129482457,0.6653830383299695,False,0.00010432229628277304
信息工程,28,2,0.07142857142857142,0.054935443410166034,1.3006348129482457,0.6653830383299695,False,0.00010432229628277304
十堰,28,2,0.07142857142857142,0.054935443410166034,1.3006348129482457,0.6653830383299695,False,0.00010432229628277304
平阳县,28,2,0.07142857142857142,0.054935443410166034,1.3006348129482457,0.6653830383299695,False,0.00010432229628277304
贵港市,28,2,0.07142857142857142,0.054935443410166034,1.3006348129482457,0.6653830383299695,False,0.00010432229628277304
信息产业,28,2,0.07142857142857142,0.054935443410166034,1.3006348129482457,0.6653830383299695,False,0.00010432229628277304
浩宇,28,2,0.07142857142857142,0.054935443410166034,1.3006348129482457,0.6653830383299695,False,0.00010432229628277304
技术培训,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
柏林,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
储能,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
玉门,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
航海,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
制帽,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
南川,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
养老院,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
淳安,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
电料,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
女鞋,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
鑫城,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
上杭县,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
台达,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
陈伟,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
一家人,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
金辰,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
可成,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
中旗,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
庆云,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
打字,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
台江区,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
西子,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
能量,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
羊毛衫,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
永通,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
聚美,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
婚纱店,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
光迅,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
附件,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
恒诚,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
邮区,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
春光,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
南关区,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
艾欧,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
老年公寓,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
亿城,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
巨人,10,1,0.1,0.05493502769097836,1.8208887381275443,0.4315479644957413,False,3.725796295813323e-05
